observation_id,organism,antibiotic,facility,region,month,tested_isolates,resistant_isolates,resistance_rate,previous_resistance_rate,resistance_change,rolling_mean,rolling_std,trend_slope,facility_count,reporting_volume,threshold_distance,target_risk
OBS-02259,Escherichia coli,Meropenem,Metro West Community Clinic,Metro North,2026-04,397,141,35.6,35.1,0.5,33.3,1.5,-0.49,3,1376,-4.4,0
OBS-02260,Pseudomonas aeruginosa,Ciprofloxacin,Valley Health District,Metro North,2026-01,75,19,25.2,30.0,-4.8,28.6,4.8,-0.82,2,534,-4.8,0
OBS-02261,Escherichia coli,Colistin,Eastside Medical Center,Metro Central,2025-10,546,91,16.7,18.1,-1.4,17.4,3.9,-0.67,1,898,-23.3,0
OBS-02262,Acinetobacter baumannii,Meropenem,University Hospital Center,East District,2026-03,117,25,21.0,17.5,3.5,18.0,2.9,1.56,4,548,-4.0,0
OBS-02263,Pseudomonas aeruginosa,Ciprofloxacin,Valley Health District,Metro North,2025-12,597,289,48.4,25.3,23.1,31.8,9.4,7.82,5,3273,18.4,1
OBS-02264,Klebsiella pneumoniae,Gentamicin,North Suburbs Health Zone,East District,2026-07,249,56,22.4,38.4,-16.1,35.2,6.5,-4.78,7,1886,-12.6,0
OBS-02265,Pseudomonas aeruginosa,Vancomycin,University Hospital Center,Metro North,2026-02,311,68,21.9,19.9,2.0,19.2,4.1,0.76,1,691,-8.1,0
OBS-02266,Escherichia coli,Ciprofloxacin,Metro West Community Clinic,Metro Central,2025-10,352,77,21.8,24.2,-2.4,25.2,3.0,-0.45,4,1653,-18.2,0
OBS-02267,Staphylococcus aureus,Meropenem,St. Jude General Hospital,West District,2025-10,599,108,18.1,18.1,-0.0,15.7,3.4,0.15,3,2051,-21.9,0
OBS-02268,Escherichia coli,Meropenem,St. Jude General Hospital,Metro Central,2026-07,282,95,33.7,28.9,4.9,30.5,2.8,1.43,6,1942,-6.3,0
OBS-02269,Klebsiella pneumoniae,Ciprofloxacin,Metro West Community Clinic,East District,2026-01,596,312,52.3,32.5,19.8,35.5,9.9,6.38,7,4520,17.3,1
OBS-02270,Pseudomonas aeruginosa,Ciprofloxacin,St. Jude General Hospital,Metro Central,2026-05,179,52,29.0,23.0,6.0,23.8,3.5,1.79,4,936,-1.0,0
OBS-02271,Escherichia coli,Ciprofloxacin,North Suburbs Health Zone,Metro North,2026-07,131,45,34.1,36.1,-2.0,34.0,2.4,-1.0,8,1195,-5.9,1
OBS-02272,Staphylococcus aureus,Meropenem,University Hospital Center,Metro Central,2025-11,593,213,36.0,37.1,-1.1,36.6,3.0,-0.65,4,2616,-4.0,0
OBS-02273,Staphylococcus aureus,Ciprofloxacin,Valley Health District,West District,2026-05,230,114,49.7,33.2,16.5,35.2,6.8,5.78,3,801,9.7,1
OBS-02274,Enterococcus faecium,Vancomycin,Eastside Medical Center,West District,2025-11,153,50,32.7,17.5,15.3,19.3,6.7,4.37,8,1565,2.7,1
OBS-02275,Staphylococcus aureus,Vancomycin,St. Jude General Hospital,West District,2026-02,290,183,63.0,39.5,23.5,44.0,9.1,7.3,5,1708,23.0,1
OBS-02276,Pseudomonas aeruginosa,Colistin,University Hospital Center,Metro North,2026-03,135,26,19.6,19.5,0.1,18.2,2.4,0.02,3,786,-10.4,0
OBS-02277,Klebsiella pneumoniae,Meropenem,Metro West Community Clinic,East District,2025-11,57,19,33.2,30.9,2.3,33.3,3.7,0.88,3,519,-1.8,0
OBS-02278,Staphylococcus aureus,Vancomycin,North Suburbs Health Zone,Metro North,2026-04,253,148,58.3,33.2,25.1,38.6,10.7,8.93,1,648,18.3,1
OBS-02279,Escherichia coli,Meropenem,University Hospital Center,West District,2026-04,516,162,31.4,34.6,-3.2,32.7,2.5,-1.26,2,1390,-8.6,0
OBS-02280,Escherichia coli,Gentamicin,University Hospital Center,East District,2026-03,593,69,11.6,33.9,-22.4,27.9,9.3,-7.13,6,3787,-28.4,0
OBS-02281,Acinetobacter baumannii,Gentamicin,St. Jude General Hospital,East District,2026-06,214,115,53.6,51.2,2.5,51.8,4.1,1.02,2,698,28.6,0
OBS-02282,Enterococcus faecium,Colistin,Valley Health District,West District,2026-02,478,173,36.2,36.4,-0.2,36.0,1.6,-0.46,8,4137,6.2,0
OBS-02283,Staphylococcus aureus,Ampicillin,St. Jude General Hospital,Metro Central,2026-06,359,75,20.8,21.9,-1.1,20.3,2.8,-0.58,5,2078,-19.2,0
OBS-02284,Klebsiella pneumoniae,Ampicillin,Valley Health District,Metro Central,2026-07,73,19,26.6,29.4,-2.9,32.1,2.1,-1.03,2,447,-8.4,0
OBS-02285,Klebsiella pneumoniae,Ciprofloxacin,North Suburbs Health Zone,East District,2025-10,453,137,30.3,32.6,-2.2,32.0,3.2,-0.6,1,795,-4.7,0
OBS-02286,Klebsiella pneumoniae,Ampicillin,Metro West Community Clinic,Metro North,2026-01,275,88,31.9,37.4,-5.5,32.7,3.1,-2.13,6,1842,-3.1,0
OBS-02287,Pseudomonas aeruginosa,Ampicillin,St. Jude General Hospital,Metro North,2025-11,580,194,33.4,38.0,-4.6,39.6,2.8,-1.64,4,2580,3.4,0
OBS-02288,Klebsiella pneumoniae,Gentamicin,St. Jude General Hospital,Metro North,2025-11,244,50,20.5,20.0,0.5,19.7,1.3,-0.31,3,1033,-14.5,0
OBS-02289,Escherichia coli,Colistin,Eastside Medical Center,Metro Central,2026-01,42,20,48.2,28.7,19.4,35.4,8.0,6.57,4,249,8.2,1
OBS-02290,Pseudomonas aeruginosa,Gentamicin,Valley Health District,West District,2026-05,153,65,42.2,16.4,25.8,21.2,12.2,8.39,4,975,12.2,1
OBS-02291,Acinetobacter baumannii,Ciprofloxacin,St. Jude General Hospital,East District,2025-11,42,7,15.6,13.1,2.5,11.9,2.5,0.41,7,355,-9.4,0
OBS-02292,Escherichia coli,Ampicillin,Metro West Community Clinic,Metro North,2026-01,546,202,37.0,34.7,2.3,36.8,2.3,1.01,3,1791,-3.0,0
OBS-02293,Acinetobacter baumannii,Gentamicin,Metro West Community Clinic,West District,2026-09,437,168,38.5,30.4,8.0,31.0,5.3,3.08,1,491,13.5,1
OBS-02294,Pseudomonas aeruginosa,Ceftriaxone,St. Jude General Hospital,West District,2026-05,437,44,10.1,23.1,-12.9,21.9,6.7,-3.78,5,2360,-19.9,0
OBS-02295,Acinetobacter baumannii,Ceftriaxone,Eastside Medical Center,Metro North,2026-01,161,43,26.4,26.3,0.1,27.3,2.1,-0.27,7,1226,1.4,0
OBS-02296,Staphylococcus aureus,Ciprofloxacin,St. Jude General Hospital,Metro Central,2026-03,418,145,34.7,33.5,1.2,33.5,3.0,0.84,2,1018,-5.3,0
OBS-02297,Acinetobacter baumannii,Vancomycin,Eastside Medical Center,Metro North,2025-10,306,212,69.3,45.6,23.8,50.9,10.6,7.86,4,1614,44.3,1
OBS-02298,Klebsiella pneumoniae,Colistin,North Suburbs Health Zone,West District,2025-10,369,192,51.9,46.0,5.9,46.7,5.1,1.75,8,3194,16.9,1
OBS-02299,Pseudomonas aeruginosa,Colistin,Metro West Community Clinic,East District,2026-04,492,173,35.3,33.7,1.5,30.5,3.8,0.62,7,3569,5.3,0
OBS-02300,Acinetobacter baumannii,Meropenem,Eastside Medical Center,Metro Central,2025-12,559,237,42.3,43.6,-1.3,43.7,3.7,-0.86,2,1245,17.3,0
OBS-02301,Acinetobacter baumannii,Ampicillin,Metro West Community Clinic,East District,2025-10,440,343,77.9,54.7,23.3,59.0,10.9,7.73,3,1442,52.9,1
OBS-02302,Staphylococcus aureus,Colistin,Valley Health District,East District,2025-12,272,102,37.5,39.3,-1.9,38.3,3.0,-1.33,8,2409,-2.5,0
OBS-02303,Pseudomonas aeruginosa,Meropenem,University Hospital Center,East District,2026-05,48,28,58.5,34.0,24.5,37.2,11.2,8.34,1,248,28.5,1
OBS-02304,Acinetobacter baumannii,Meropenem,Metro West Community Clinic,East District,2025-11,468,185,39.4,34.0,5.5,34.3,3.3,1.73,2,1021,14.4,1
OBS-02305,Pseudomonas aeruginosa,Colistin,Metro West Community Clinic,Metro Central,2026-02,157,62,39.7,26.7,13.1,29.1,6.5,4.74,7,1165,9.7,1
OBS-02306,Pseudomonas aeruginosa,Ampicillin,North Suburbs Health Zone,Metro Central,2025-10,170,43,25.2,25.6,-0.4,24.4,2.7,-0.66,2,677,-4.8,0
OBS-02307,Escherichia coli,Ciprofloxacin,St. Jude General Hospital,Metro North,2026-01,477,132,27.8,25.1,2.7,25.8,1.8,1.21,3,1516,-12.2,0
OBS-02308,Enterococcus faecium,Colistin,Metro West Community Clinic,East District,2025-10,479,158,33.0,32.4,0.6,34.9,1.6,0.82,8,4104,3.0,0
OBS-02309,Enterococcus faecium,Vancomycin,Eastside Medical Center,East District,2026-04,352,9,2.6,27.1,-24.5,21.3,11.0,-7.94,1,737,-27.4,0
OBS-02310,Klebsiella pneumoniae,Vancomycin,Valley Health District,East District,2026-04,149,89,59.5,35.7,23.8,40.2,9.8,7.68,1,517,24.5,1
OBS-02311,Enterococcus faecium,Gentamicin,Valley Health District,Metro North,2026-09,543,97,17.9,22.1,-4.2,21.8,3.2,-1.49,5,2841,-12.1,0
OBS-02312,Staphylococcus aureus,Ciprofloxacin,North Suburbs Health Zone,West District,2026-06,207,89,43.1,42.9,0.2,44.2,1.9,-0.0,3,833,3.1,0
OBS-02313,Klebsiella pneumoniae,Vancomycin,North Suburbs Health Zone,Metro North,2026-04,43,17,40.1,39.0,1.1,38.2,2.5,0.94,8,654,5.1,0
OBS-02314,Staphylococcus aureus,Colistin,Valley Health District,West District,2025-12,322,37,11.5,9.9,1.6,10.2,3.6,0.45,3,1055,-28.5,0
OBS-02315,Staphylococcus aureus,Ampicillin,Metro West Community Clinic,West District,2026-06,340,108,31.8,34.2,-2.4,35.0,2.2,-1.03,5,1992,-8.2,0
OBS-02316,Klebsiella pneumoniae,Ceftriaxone,St. Jude General Hospital,Metro North,2026-03,77,33,42.2,46.2,-3.9,44.4,3.7,-0.78,1,338,7.2,0
OBS-02317,Acinetobacter baumannii,Colistin,Metro West Community Clinic,West District,2026-02,168,42,24.9,25.4,-0.4,24.0,3.1,-0.25,3,674,-0.1,0
OBS-02318,Klebsiella pneumoniae,Colistin,St. Jude General Hospital,East District,2026-09,427,96,22.5,42.5,-20.0,37.4,8.9,-6.28,7,3319,-12.5,0
OBS-02319,Enterococcus faecium,Ampicillin,Eastside Medical Center,East District,2025-12,302,50,16.5,16.1,0.5,15.2,1.5,0.24,6,2156,-13.5,1
OBS-02320,Staphylococcus aureus,Gentamicin,Valley Health District,East District,2026-02,166,37,22.3,22.9,-0.6,25.1,2.6,-0.62,2,433,-17.7,0
OBS-02321,Klebsiella pneumoniae,Ceftriaxone,Metro West Community Clinic,Metro Central,2026-06,514,320,62.3,43.4,18.9,46.5,9.6,6.39,3,1719,27.3,1
OBS-02322,Klebsiella pneumoniae,Colistin,Valley Health District,East District,2026-06,106,29,27.5,37.6,-10.1,38.0,6.4,-2.95,3,638,-7.5,0
OBS-02323,Staphylococcus aureus,Ceftriaxone,St. Jude General Hospital,West District,2026-04,58,14,23.6,22.6,1.0,20.7,1.6,0.56,5,517,-16.4,0
OBS-02324,Escherichia coli,Meropenem,St. Jude General Hospital,Metro North,2026-03,240,77,31.9,30.4,1.5,29.2,2.9,0.36,5,1586,-8.1,0
OBS-02325,Enterococcus faecium,Meropenem,University Hospital Center,Metro Central,2025-11,92,13,14.4,18.8,-4.4,18.3,4.5,-1.54,7,853,-15.6,0
OBS-02326,Staphylococcus aureus,Ciprofloxacin,University Hospital Center,West District,2025-12,557,6,1.0,13.9,-12.9,12.2,6.4,-4.28,2,1361,-39.0,0
OBS-02327,Enterococcus faecium,Meropenem,St. Jude General Hospital,West District,2026-06,122,35,28.5,28.5,-0.1,30.2,2.4,0.35,1,217,-1.5,1
OBS-02328,Escherichia coli,Meropenem,Eastside Medical Center,West District,2025-11,149,55,36.9,34.5,2.4,33.6,2.5,1.21,4,900,-3.1,0
OBS-02329,Staphylococcus aureus,Vancomycin,Valley Health District,West District,2025-10,437,110,25.2,21.6,3.6,19.9,4.3,1.36,2,1003,-14.8,0
OBS-02330,Enterococcus faecium,Gentamicin,Metro West Community Clinic,Metro Central,2026-09,140,24,16.8,15.2,1.6,12.8,2.2,0.67,5,1047,-13.2,0
OBS-02331,Enterococcus faecium,Ampicillin,Metro West Community Clinic,East District,2026-03,163,33,20.3,20.7,-0.4,18.9,2.7,0.45,1,252,-9.7,0
OBS-02332,Klebsiella pneumoniae,Colistin,Metro West Community Clinic,Metro North,2026-09,63,30,48.0,51.8,-3.8,52.4,2.4,-0.82,2,417,13.0,0
OBS-02333,Enterococcus faecium,Vancomycin,North Suburbs Health Zone,Metro Central,2026-05,519,94,18.2,14.8,3.4,15.3,3.2,0.97,3,1913,-11.8,0
OBS-02334,Staphylococcus aureus,Ciprofloxacin,North Suburbs Health Zone,Metro Central,2026-04,564,290,51.4,52.2,-0.8,50.4,1.2,-0.72,1,670,11.4,0
OBS-02335,Klebsiella pneumoniae,Meropenem,University Hospital Center,West District,2026-02,542,277,51.1,44.6,6.5,47.8,4.5,1.78,8,4447,16.1,1
OBS-02336,Klebsiella pneumoniae,Ciprofloxacin,North Suburbs Health Zone,West District,2026-06,47,18,38.8,49.4,-10.6,49.4,5.3,-3.05,2,237,3.8,0
OBS-02337,Enterococcus faecium,Gentamicin,Valley Health District,East District,2026-03,552,249,45.1,24.1,21.0,28.2,10.5,6.53,8,4482,15.1,1
OBS-02338,Pseudomonas aeruginosa,Meropenem,University Hospital Center,Metro North,2026-04,206,51,24.9,22.4,2.5,23.7,4.1,1.24,3,730,-5.1,1
OBS-02339,Staphylococcus aureus,Ceftriaxone,Valley Health District,West District,2026-06,506,176,34.8,33.6,1.1,33.1,1.4,-0.98,6,3218,-5.2,0
OBS-02340,Staphylococcus aureus,Vancomycin,North Suburbs Health Zone,East District,2025-11,161,44,27.5,24.6,2.9,24.6,2.3,1.45,7,1302,-12.5,0
OBS-02341,Pseudomonas aeruginosa,Gentamicin,Valley Health District,Metro North,2025-11,96,18,18.7,19.8,-1.1,20.7,2.8,-0.43,6,685,-11.3,0
OBS-02342,Klebsiella pneumoniae,Ampicillin,St. Jude General Hospital,Metro Central,2026-05,262,90,34.4,35.2,-0.8,34.1,3.4,0.05,1,413,-0.6,0
OBS-02343,Enterococcus faecium,Ceftriaxone,Eastside Medical Center,Metro North,2026-02,155,7,4.6,9.4,-4.8,4.9,5.1,-1.24,4,987,-25.4,0
OBS-02344,Klebsiella pneumoniae,Colistin,Metro West Community Clinic,East District,2026-06,265,110,41.4,23.5,17.9,27.0,9.3,5.68,2,592,6.4,1
OBS-02345,Acinetobacter baumannii,Vancomycin,St. Jude General Hospital,Metro Central,2026-03,87,56,64.6,42.5,22.1,46.0,10.1,7.76,4,473,39.6,1
OBS-02346,Enterococcus faecium,Colistin,Valley Health District,West District,2026-09,453,122,26.9,24.3,2.6,25.7,3.9,0.62,5,2440,-3.1,0
OBS-02347,Acinetobacter baumannii,Vancomycin,Eastside Medical Center,Metro North,2026-02,135,79,58.3,59.1,-0.8,60.4,1.4,-0.3,2,321,33.3,0
OBS-02348,Pseudomonas aeruginosa,Ampicillin,North Suburbs Health Zone,East District,2025-12,557,83,14.9,11.7,3.2,8.2,3.3,1.58,8,4805,-15.1,0
OBS-02349,Escherichia coli,Colistin,North Suburbs Health Zone,Metro North,2026-06,368,246,67.0,54.8,12.1,57.7,5.6,3.8,6,2314,27.0,1
OBS-02350,Staphylococcus aureus,Colistin,St. Jude General Hospital,Metro North,2026-01,549,249,45.4,30.9,14.5,31.1,8.1,5.45,6,3603,5.4,1
OBS-02351,Enterococcus faecium,Ciprofloxacin,Valley Health District,West District,2025-12,432,152,35.2,21.8,13.4,26.5,7.7,4.43,4,1787,5.2,1
OBS-02352,Enterococcus faecium,Vancomycin,Eastside Medical Center,East District,2026-04,519,5,1.0,23.0,-22.0,19.4,8.9,-7.39,8,4274,-29.0,0
OBS-02353,Staphylococcus aureus,Meropenem,St. Jude General Hospital,West District,2025-11,433,87,20.2,20.4,-0.2,22.3,3.1,-0.41,6,2782,-19.8,0
OBS-02354,Enterococcus faecium,Vancomycin,University Hospital Center,West District,2026-08,261,77,29.6,30.4,-0.9,31.2,2.5,-0.79,1,361,-0.4,0
OBS-02355,Klebsiella pneumoniae,Ceftriaxone,St. Jude General Hospital,Metro North,2026-05,114,36,31.3,35.1,-3.8,33.6,2.7,-1.29,5,774,-3.7,0
OBS-02356,Staphylococcus aureus,Gentamicin,University Hospital Center,West District,2025-10,216,32,14.9,13.6,1.3,15.9,3.7,1.0,3,868,-25.1,0
OBS-02357,Enterococcus faecium,Ceftriaxone,North Suburbs Health Zone,Metro North,2026-05,568,178,31.3,33.2,-1.9,35.7,3.3,-0.92,3,1907,1.3,0
OBS-02358,Staphylococcus aureus,Colistin,University Hospital Center,Metro Central,2026-05,251,106,42.1,39.4,2.7,41.1,3.9,0.9,7,1880,2.1,0
OBS-02359,Enterococcus faecium,Meropenem,Eastside Medical Center,Metro North,2026-09,527,110,20.9,23.5,-2.6,23.7,3.5,-0.01,7,3952,-9.1,0
OBS-02360,Klebsiella pneumoniae,Meropenem,Metro West Community Clinic,West District,2026-09,93,31,33.8,34.6,-0.9,33.9,1.7,-0.61,8,1002,-1.2,0
OBS-02361,Pseudomonas aeruginosa,Ceftriaxone,Metro West Community Clinic,West District,2026-07,220,55,25.1,19.2,5.9,18.7,4.0,2.26,4,959,-4.9,0
OBS-02362,Klebsiella pneumoniae,Colistin,St. Jude General Hospital,East District,2025-10,525,271,51.6,47.3,4.3,50.9,5.0,1.35,3,1727,16.6,1
OBS-02363,Pseudomonas aeruginosa,Ceftriaxone,North Suburbs Health Zone,West District,2026-02,361,100,27.6,32.5,-4.9,30.1,2.9,-1.75,1,509,-2.4,0
OBS-02364,Staphylococcus aureus,Ampicillin,St. Jude General Hospital,West District,2026-06,551,141,25.6,24.6,1.0,24.9,2.2,-0.45,8,4631,-14.4,0
OBS-02365,Escherichia coli,Ceftriaxone,Valley Health District,Metro Central,2026-01,190,52,27.3,28.2,-0.9,27.6,3.7,-0.4,5,1092,-12.7,0
OBS-02366,Enterococcus faecium,Vancomycin,University Hospital Center,West District,2026-09,224,32,14.4,16.0,-1.5,14.0,1.7,-1.19,4,976,-15.6,0
OBS-02367,Enterococcus faecium,Meropenem,North Suburbs Health Zone,Metro Central,2025-11,515,103,20.1,22.4,-2.3,21.5,2.8,-0.4,2,1269,-9.9,0
OBS-02368,Acinetobacter baumannii,Ciprofloxacin,North Suburbs Health Zone,Metro Central,2026-04,98,54,55.1,42.1,13.1,45.1,7.5,4.36,3,494,30.1,1
OBS-02369,Pseudomonas aeruginosa,Colistin,Metro West Community Clinic,West District,2026-07,73,4,5.4,28.0,-22.6,24.6,10.1,-7.35,4,533,-24.6,0
OBS-02370,Acinetobacter baumannii,Ciprofloxacin,University Hospital Center,Metro North,2025-12,224,107,47.8,47.1,0.7,48.3,1.8,0.34,1,485,22.8,0
OBS-02371,Acinetobacter baumannii,Ciprofloxacin,St. Jude General Hospital,East District,2025-12,315,116,36.7,35.2,1.6,36.1,3.1,-0.04,7,2508,11.7,0
OBS-02372,Acinetobacter baumannii,Ciprofloxacin,St. Jude General Hospital,West District,2026-05,261,76,29.3,28.3,1.0,27.4,2.5,0.65,1,352,4.3,0
OBS-02373,Escherichia coli,Colistin,Valley Health District,Metro Central,2025-10,243,109,44.8,32.4,12.4,34.8,5.3,3.93,5,1371,4.8,1
OBS-02374,Pseudomonas aeruginosa,Ampicillin,Metro West Community Clinic,Metro North,2025-11,203,64,31.5,26.2,5.3,29.1,3.8,1.95,8,1962,1.5,1
OBS-02375,Klebsiella pneumoniae,Ceftriaxone,St. Jude General Hospital,Metro North,2026-07,447,237,52.9,51.8,1.1,50.0,2.8,0.58,1,663,17.9,0
OBS-02376,Pseudomonas aeruginosa,Ceftriaxone,Valley Health District,East District,2025-11,270,105,39.0,36.1,2.9,37.2,2.3,1.0,4,1195,9.0,0
OBS-02377,Staphylococcus aureus,Meropenem,Metro West Community Clinic,Metro Central,2025-12,436,144,33.0,30.6,2.4,30.1,2.7,0.92,2,1035,-7.0,0
OBS-02378,Acinetobacter baumannii,Vancomycin,North Suburbs Health Zone,Metro Central,2025-12,469,231,49.2,45.6,3.7,46.4,2.3,1.01,7,3564,24.2,0
OBS-02379,Klebsiella pneumoniae,Ampicillin,University Hospital Center,East District,2026-03,540,206,38.2,35.7,2.5,35.5,3.4,1.52,4,2345,3.2,1
OBS-02380,Pseudomonas aeruginosa,Ciprofloxacin,North Suburbs Health Zone,Metro Central,2026-06,348,38,10.9,14.8,-3.8,12.3,4.4,-1.36,7,2487,-19.1,0
OBS-02381,Pseudomonas aeruginosa,Vancomycin,North Suburbs Health Zone,Metro Central,2025-12,598,62,10.4,16.1,-5.7,15.0,4.3,-1.51,1,653,-19.6,0
OBS-02382,Acinetobacter baumannii,Vancomycin,University Hospital Center,Metro Central,2025-12,119,39,32.7,37.0,-4.3,36.0,3.3,-1.31,3,597,7.7,0
OBS-02383,Klebsiella pneumoniae,Ceftriaxone,St. Jude General Hospital,East District,2026-02,270,96,35.6,36.0,-0.4,37.2,3.6,0.17,1,408,0.6,0
OBS-02384,Klebsiella pneumoniae,Meropenem,University Hospital Center,Metro North,2025-10,290,125,43.2,30.7,12.6,34.3,7.9,3.69,3,1103,8.2,1
OBS-02385,Enterococcus faecium,Vancomycin,Eastside Medical Center,East District,2025-10,271,46,17.1,16.3,0.8,17.7,1.7,0.48,2,764,-12.9,0
OBS-02386,Enterococcus faecium,Ciprofloxacin,University Hospital Center,West District,2026-07,253,78,30.7,5.9,24.8,10.4,10.6,8.28,5,1634,0.7,1
OBS-02387,Klebsiella pneumoniae,Colistin,University Hospital Center,West District,2025-12,175,60,34.1,36.4,-2.3,35.0,4.0,-1.2,7,1278,-0.9,1
OBS-02388,Acinetobacter baumannii,Gentamicin,Valley Health District,Metro North,2025-11,315,135,42.9,29.9,13.0,33.5,7.3,4.88,3,1133,17.9,1
OBS-02389,Pseudomonas aeruginosa,Vancomycin,Metro West Community Clinic,West District,2026-03,97,38,38.7,20.5,18.2,23.2,9.2,5.26,3,401,8.7,1
OBS-02390,Escherichia coli,Ampicillin,North Suburbs Health Zone,East District,2026-07,324,30,9.3,27.9,-18.6,24.2,9.7,-5.96,6,2075,-30.7,0
OBS-02391,Pseudomonas aeruginosa,Gentamicin,St. Jude General Hospital,Metro North,2026-05,140,62,44.3,23.5,20.8,27.3,9.1,6.8,6,1190,14.3,1
OBS-02392,Klebsiella pneumoniae,Ciprofloxacin,North Suburbs Health Zone,East District,2026-01,171,57,33.5,37.8,-4.3,37.8,3.5,-1.45,7,1463,-1.5,0
OBS-02393,Pseudomonas aeruginosa,Meropenem,Valley Health District,West District,2026-02,145,35,24.3,22.9,1.4,19.9,2.4,0.44,7,1137,-5.7,0
OBS-02394,Staphylococcus aureus,Ciprofloxacin,North Suburbs Health Zone,Metro North,2025-10,202,84,41.5,42.9,-1.4,44.6,3.9,-1.54,1,589,1.5,0
OBS-02395,Pseudomonas aeruginosa,Colistin,University Hospital Center,East District,2025-10,210,100,47.7,24.8,22.8,28.3,9.2,7.05,4,944,17.7,1
OBS-02396,Pseudomonas aeruginosa,Ciprofloxacin,Eastside Medical Center,Metro Central,2026-02,182,52,28.6,29.7,-1.2,30.8,2.1,-0.89,4,829,-1.4,0
OBS-02397,Klebsiella pneumoniae,Gentamicin,St. Jude General Hospital,West District,2026-05,183,73,39.8,41.8,-2.0,38.9,2.5,0.31,8,1647,4.8,0
OBS-02398,Pseudomonas aeruginosa,Gentamicin,Valley Health District,East District,2025-12,135,50,36.8,29.9,6.9,32.5,4.0,2.44,3,711,6.8,1
OBS-02399,Pseudomonas aeruginosa,Gentamicin,Valley Health District,East District,2026-09,224,44,19.6,21.0,-1.4,21.7,2.4,0.85,2,501,-10.4,0
OBS-02400,Staphylococcus aureus,Ciprofloxacin,North Suburbs Health Zone,West District,2026-08,243,66,27.4,28.3,-0.9,28.3,3.1,-0.32,7,1857,-12.6,0
OBS-02401,Acinetobacter baumannii,Ceftriaxone,Metro West Community Clinic,West District,2026-03,406,123,30.4,30.8,-0.5,32.6,1.4,-0.35,2,1178,5.4,0
OBS-02402,Staphylococcus aureus,Gentamicin,Metro West Community Clinic,East District,2026-04,98,50,51.4,47.1,4.3,48.1,3.2,0.98,5,806,11.4,0
OBS-02403,Pseudomonas aeruginosa,Gentamicin,Metro West Community Clinic,Metro North,2026-09,368,94,25.4,25.6,-0.1,23.3,0.9,-0.99,3,1377,-4.6,0
OBS-02404,Staphylococcus aureus,Vancomycin,University Hospital Center,Metro Central,2026-09,447,177,39.7,16.8,22.9,21.9,9.1,7.14,5,2531,-0.3,1
OBS-02405,Pseudomonas aeruginosa,Meropenem,Valley Health District,East District,2026-09,122,38,31.6,26.8,4.7,29.7,5.0,1.54,6,1081,1.6,1
OBS-02406,Klebsiella pneumoniae,Meropenem,Eastside Medical Center,Metro Central,2025-11,401,136,33.9,34.5,-0.5,35.7,3.3,-0.47,3,1592,-1.1,0
OBS-02407,Pseudomonas aeruginosa,Ampicillin,University Hospital Center,West District,2026-01,224,110,48.9,29.7,19.2,35.5,9.4,6.84,5,1500,18.9,1
OBS-02408,Klebsiella pneumoniae,Meropenem,Eastside Medical Center,Metro Central,2026-02,51,20,38.8,34.5,4.3,36.9,3.8,1.31,3,209,3.8,1
OBS-02409,Staphylococcus aureus,Meropenem,Valley Health District,West District,2025-10,459,245,53.3,36.0,17.3,39.4,9.3,6.38,3,1631,13.3,1
OBS-02410,Escherichia coli,Ceftriaxone,Eastside Medical Center,West District,2026-01,108,19,17.2,22.1,-4.9,21.0,3.9,-1.24,3,618,-22.8,0
OBS-02411,Escherichia coli,Gentamicin,University Hospital Center,Metro Central,2025-10,264,51,19.2,22.2,-3.0,20.4,4.2,-0.87,2,703,-20.8,0
OBS-02412,Acinetobacter baumannii,Meropenem,University Hospital Center,Metro North,2026-02,135,46,33.9,31.7,2.2,33.4,2.1,1.37,8,1174,8.9,1
OBS-02413,Escherichia coli,Gentamicin,St. Jude General Hospital,West District,2025-10,512,111,21.7,27.0,-5.3,27.4,4.1,-1.21,3,1834,-18.3,0
OBS-02414,Pseudomonas aeruginosa,Ampicillin,St. Jude General Hospital,West District,2025-10,486,165,34.0,31.0,2.9,33.5,2.7,1.18,8,4004,4.0,0
OBS-02415,Acinetobacter baumannii,Gentamicin,Eastside Medical Center,Metro Central,2025-10,273,175,64.3,40.8,23.5,46.8,10.5,7.92,6,1925,39.3,1
OBS-02416,Staphylococcus aureus,Gentamicin,University Hospital Center,Metro North,2026-08,250,44,17.5,12.2,5.3,11.8,3.9,1.96,2,651,-22.5,0
OBS-02417,Enterococcus faecium,Vancomycin,Metro West Community Clinic,East District,2026-02,485,262,54.0,32.4,21.6,37.4,9.3,7.4,2,1173,24.0,1
